0,1,2,3
SASB Accounting Metric (TR-AP-150a.1),2023(1),2022,2021
Aggregate amount of waste generated from manufacturing by Magna,"1,365,712 t","1,476,282 t","1,178,619 t"
Percentage of waste generated by Magna that is hazardous,3.9%(2),4.3%(2),7.0%
Percentage of waste generated by Magna that was recycled,91.8%(3),87.2%(3),88.4%
