0,1,2,3,4
Standard,Disclosure,Reference,Additional information and reasons,External audit*
301-2,Recycled input materials used,"71 SR . Resource conservation . Secondary materials and renewable raw materials
:selected:",The Mercedes-Benz Group reports the data at the individual vehicle level. Information on all materials and fleets is not currently available.,no
301-3,Reclaimed products and their packaging materials,"71 SR . Resource conservation . Circular economy
:selected:",The Mercedes-Benz Group reports the data at the individual vehicle level. Information on all materials and fleets is not currently available.,no
