0,1,2,3,4
Standard,Disclosure,Reference,Additional information and reasons,External audit*
3-1,Process to determine material topics,"71 SR > Sustainable corporate governance . Materiality
:selected:",,"partially, NFD"
,,assessment,,
,,"7 SR . Report profile . Reporting principles
:selected:",,
,,"@ AR . Non-Financial Declaration
:selected:",,
3-2,List of material topics,"71 SR . Sustainable corporate governance . Fields of
:selected:",,no
,,"action and fundamentals of sustainability 71 SR . Sustainable corporate governance . Materiality
:selected:",,
,,assessment,,
,,"7 SR . Report profile . What has changed in this report?
:selected:",,
