0,1,2,3
GRI 403-9,,,
,2023,20222,20212
Absences in hours due to occupa- tional accidents (worldwide),"107,720","122,168","130,624"
Absences in days due to occupa- tional accidents (worldwide),"13,465","15,271","16,328"
"Accident burden (worldwide, number of days lost per 1 million attendance hours)",53,63,70
