0,1,2,3
,2023,20222,20212
Workforce Mercedes-Benz Cars,"132,558","135,388","138,906"
Workforce Mercedes-Benz Mobility,"9,768","9,850","9,531"
Workforce Mercedes-Benz Vans,"19,132","19,137","19,322"
Workforce central functions and services,"4,593","4,422","4,666"
