0,1,2,3
GRI 401-1,,,
,2023,20222,"2021 2, 3"
Europe,"4,373","5,085","4,496"
thereof Germany,"3,158","3,245","2,165"
NAFTA,"1,990","3,794","7,827"
thereof USA,"1,847","3,647","4,639"
Asia,974,"1,106","1,329"
thereof China,623,732,461
Rest of world,188,328,626
Total,"7,525","10,313","14,278"
