0,1,2,3
GRI 2-7,,,
,2023,20222,20212
Europe,"137,109","139,973","144,139"
NAFTA,"14,468","13,886","13,194"
Latin America,"2,052","2,195","2,286"
Africa,"3,160","3,159","4,019"
Asia,"8,766","9,072","8,313"
Australia/Oceania,496,512,474
Total,"166,051","168,797","172,425"
