0,1,2
Targets Target,horizon,Status as of 2023
Define and implement protective measures for 100% of the Mercedes- Benz Group's production raw materials which pose an increased risk of human rights violations,2028,57%
Milestone: Assessment of 70% of all production raw materials used by,,
the Mercedes-Benz Group with an increased risk of human rights viola- tions and definition of necessary remedial measures,2025,57%
Milestone: Assessment of 50% of all production raw materials used by,,Target achieved
the Mercedes-Benz Group with an increased risk of human rights viola- tions and definition of necessary remedial measures,2023,
Review of 100% of product groups sourced from service supply chains posing an increased risk of human rights violations,2026,54%
