0,1,2,3
GRI 405-1,,,
,2023,20222,20212
Direct functions,,"8,091",
(production employees),"8,045",,"7,528"
Indirect functions (administrative,,,
& production-related employees),"28,738","28,484","28,789"
Trainees,825,919,"1,042"
Interns/thesis writers/ PhD students/working students/ senior experts,"1,783","1,671","1,511"
Holiday workers,3,5,16
