0,1,2,3
GRI 2-7,,,
,2023,20222,"20212, 3"
Full-time,"95,875","96,365","117,703"
thereof men,"83,250","84,260","103,597"
thereof women,"12,625","12,106","14,107"
Part-time,"9,297","9,597","11,675"
thereof men,"3,281","3,544","4,506"
thereof women,"6,016","6,054","7,169"
Total,"105,172","105,963","129,378"
