0,1,2,3
GRI 401-1,,,
,2023,20222,"20212, 3"
Europe,5.7,6.1,7.5
of which Germany,5.4,5.6,7.2
NAFTA,13.2,17.7,13.9
Asia,7.1,10.2,11.0
Rest of world,8.4,6.9,9.1
Total,6.5,7.3,8.7
