0,1,2,3,4
Name,Member/ support since,Sphere of action,Founding groups and main partners,Status
Responsible Supply Chain Initiative (RSCI),2021,Worldwide,"The German Association of the Automotive Industry (VDA) together with 14 other founding members founded the association ""Responsible Supply Chain Initiative RSCI"". Together with manufacturers, suppliers and other associations, the VDA is developing a standardised testing mechanism for evaluating the sustainability performance of companies in automotive supply chains.",Voluntary
German Association of the Automotive Industry (VDA) - Research Association Automotive Technology (FAT),1974,Germany,All German car and commercial vehicle manufacturers and numerous suppliers have joined forces in the FAT to conduct pre-competitive and joint research under the umbrella of the VDA.,Voluntary
