0,1,2,3,4
Standard,Disclosure,Reference,Additional information and reasons,External audit*
303-4,Water discharge,"7] SR . Resource conservation . Efficient water utilisation
:selected:",See GRI 303-3 Water withdrawal for explanation of the data situation.,no
,,"71 SR . Resource conservation . Key figures Wastewater volume (in 1.000 m3)
:selected:",,
,,"71 SR . Resource conservation . Key figures Wastewater direct discharges
:selected:",,
303-5,Water consumption,"71 SR . Resource conservation . Efficient water utilisation
:selected:",See GRI 303-3 Water withdrawal for explanation of the data situation.,no
