0,1,2,3,4
,Percentage interest,,Carrying amount,
,(in %),,(in millions of euros),
,"December 31, 2023","December 31, 2022","December 31, 2023","December 31, 2022"
Shanghai Valeo Automotive Electrical Systems Company Ltd,50.0,50.0,30,37
Faw-Valeo Climate Control Systems Co. Ltd,36.5,36.5,22,23
Other,N/A,N/A,36,36
INVESTMENTS IN JOINT VENTURES,,,88,96
