0,1,2,3,4,5
,Eligible activity under the Environment Delegated Act,Corresponding Valeo Group activity,Relevant KPIs,,
,,,Turnover,Capex,Opex
Transition to a circular economy,"5.1 Repair, refurbishment and remanufacturing","Remanufacturing of parts, i.e., their reconditioning via an industrial manufacturing process (alternators, starters and compressors)","✘
:selected:","✘
:selected:
:selected:","✘
:selected:"
,5.2 Sale of spare parts,Lighting business aftermarket,"✘
:selected:","✘
:selected:","✘
:selected:"
