0,1,2
"Performance shares allotted to the ten employees receiving the greatest number of performance shares, excluding corporate officers",Number of performance shares allotted,Date of Board of Directors' meeting
"Performance shares allotted by Valeo to the ten employees of Valeo or related entities, as defined in Article L. 225-197-2 of the French Commercial Code, who received the greatest number of such shares(1)","394,894",05/24/2023
