0,1,2
Yesterday,Today,Tomorrow
Beginning of the,Increasing take-up,Electric cars
electric car,of electric cars,the norm
· Pioneer,· Innovation,· Obligation
· Passion,· Subsidies,· New electric vehicle models
for technology,· Regulations,· Autonomy
· Sensitivity,· New models,· Charging speed
to climate issues,· Convenience,. Performance ++
,. Performance,· Running costs
,,· Infrastructure · Recyclability
,,· Contributing to carbon neutrality
