0,1,2,3,4
(in millions of euros),,,2023,2022
"(18,093) in 2023",:unselected: 57.4% (1),Raw materials consumed,"(12,643)","(11,568)"
,:selected: 12.0% (1),Labor,"(2,643)","(2,469)"
,:selected: 8.1% (1),Direct production costs and production overheads,"(1,796)","(1,602)"
,"4.6% (1)
:selected:","Depreciation, amortization and impairment losses(2)","(1,011)",(951)
,,COST OF SALES,"(18,093)","(16,590)"
