0,1,2,3,4
EBITDA,2023,2022,2022 (adjusted),Change (adjusted)
(in millions of euros and as a % of sales by Business Group),,,,
Comfort & Driving Assistance Systems,690,671,671,+3%
,14.8%,15.8%,15.8%,-1.0 pts
Powertrain Systems,812,619,541,+50%
,11.8%,10.9%,8.9%,+2.9 pts
Thermal Systems,359,333,333,+8%
,7.6%,7.3%,7.3%,+0.3 pts
Visibility Systems,736,705,705,+4%
,13.3%,13.1%,13.1%,+0.2 pts
Other*,50,73,73,-32%
GROUP,"2,647","2,401","2,323",+14%
,12.0%,12.0%,11.4%,+0.6 pts
