0,1,2,3,4
(in millions of euros),,,"December 31, 2023","December 31, 2022"
"2,515 in 2023",:unselected: 90.3%,Not yet due,"2,270","2,398"
,:selected: 3.6%,Less than 1 month past due,91,81
,:selected: 4.9%,More than 1 month but less than 1 year past due,122,81
,:selected: 1.2%,More than 1 year past due,32,22
,,"ACCOUNTS AND NOTES RECEIVABLE, GROSS","2,515","2,582"
