0,1,2
CULTURAL DIVERSITY,GENERATIONAL DIVERSITY,DISABILITY
141,26.4%,1.9%
NATIONALITIES,EMPLOYEES AGED 20 TO 29,EMPLOYEES WITH DISABILITIES
