0,1,2
,Proportion of Capex/Total Capex,
,Taxonomy-aligned per objective,Taxonomy-eligible per objective
CCM,-%,0.6%
CCA,-%,0.6%
WTR,%,%
CE,%,%
PPC,%,%
BIO,%,%
