0,1,2,3,4
,Percentage interest,,Carrying amount,
,(in %),,(in millions of euros),
,"December 31, 2023","December 31, 2022","December 31, 2023","December 31, 2022"
Detroit Thermal Systems,49.0,49.0,14,10
Other investments in associates,N/A,N/A,8,4
INVESTMENTS IN ASSOCIATES,,,22,14
