0,1,2,3,4
(in millions of euros),"December 31, 2023",,,"December 31, 2022"
,With subsidiaries,With external,Total,Total
Forward sales,145,2,147,175
Forward purchases,(2),(145),(147),(175)
TOTAL NET POSITION,143,(143),—,—
