0,1,2,3,4
(in millions of euros),"December 31, 2023",,"December 31, 2022",
,Nominal,Fair value,Nominal,Fair value
Interest rate swaps:,,,,
· Loan in Czech koruna(1),159,(6),159,(7)
· Loan in Indonesian rupiah(1),23,—,29,1
· Schuldschein loans (German private placement),123,5,343,10
· EMTN due 2027,600,—,600,(15)
TOTAL,905,(1),"1,131",(11)
