0,1,2,3,4,5
(in millions of euros),Headroom of the test,Impact on the headroom of the test,,,
,Based on 2023 assumptions,WACC of 11% (+1 pt),of 1% (-0.5 pts) Perpetuity growth rate,1-pt decrease in the rate of operating income used to calculate the terminal value,Combination of all three factors
Comfort & Driving Assistance Systems Business Group,"1,277",(471),(206),(474),"(1,017)"
Powertrain Systems Business Group,"3,463",(720),(310),(611),"(1,460)"
Thermal Systems Business Group,960,(252),(111),(306),(588)
Visibility Systems Business Group,"3,322",(554),(252),(504),"(1,162)"
