0,1,2
,2023,2022
Net income (loss) attributable to owners of the Company (in millions of euros),221,230
Weighted average number of ordinary shares outstanding (in thousands of shares),"242,936","241,072"
ATTRIBUTABLE BASIC EARNINGS PER SHARE (IN EUROS),0.91,0.95
