0,1,2,3,4
(in millions of euros),"December 31, 2023",,"December 31, 2022",
,Tax basis,Corresponding tax,Tax basis,Corresponding tax
Tax loss carryforwards,"1,625",420,"1,408",364
Total tax loss carryforwards,"1,625",420,"1,408",364
