0,1,2,3,4
(in thousands of euros),Ernst & Young,,Mazars,
,2023,2022,2023,2022
Audit,,,,
"Statutory audit, review of the individual and consolidated financial statements",27,25,31,29
Non-audit services,36,258,167,160
TOTAL FEES,63,283,198,189
