0,1,2,3,4,5
(in millions of euros),Headroom of the test,Impact on the headroom of the test,,,
,Based on 2023 assumptions,WACC of 11% (+1 pt),5% fall in sales for each year,consumption rate 0.5-pt decrease in the materials,Combination of all three factors
Top Column Module Product Line CGU,—,—,—,(2),(3)
