0,1,2,3
,Departures,Appointments,Reappointments
Board of Directors,N/A,Alexandre Dayon(1),Stéphanie Frachet(2) Patrick Sayer(3)
"Governance, Appointments & Corporate Social Responsibility Committee",N/A,Grzegorz Szelag(4),Stéphanie Frachet(2) Patrick Sayer(3)
Compensation Committee,N/A,N/A,Stéphanie Frachet(2) Patrick Sayer(3)
Audit & Risks Committee,N/A,N/A,N/A
Strategy Committee,N/A,Alexandre Dayon(1),Stéphanie Frachet(2) Patrick Sayer(3)
