0,1,2
(in millions of euros),"December 31, 2023","December 31, 2022"
Marketable securities,"2,274",651
Cash and cash equivalents,271,"2,201"
MARKETABLE SECURITIES AND CASH AND CASH EQUIVALENTS,"2,545","2,852"
