0,1,2
(in millions of euros),2023,2022
SHORT-TERM BENEFITS,,
"· Fixed, variable, exceptional and other compensation",14,14
· Director's compensation(1),1,1
OTHER BENEFITS,,
· Post-employment benefits(2),2,(2)
· Share-based compensation,4,2
