0,1,2,3,4,5
LO,L1,L2,L3,L4,L5
NO,DRIVING,PARTIAL,CONDITIONAL,HIGH,FULL
AUTOMATION,ASSISTANCE,AUTOMATION,AUTOMATION,AUTOMATION,AUTOMATION
