0,1,2,3,4
(in millions of euros),"December 31, 2023",,,"December 31, 2022"
,Gross carrying amount,Impairment,Net carrying amount,Net carrying amount
Raw materials,"1,323",(243),"1,080","1,191"
Work-in-progress,293,(51),242,242
Finished goods and supplies,818,(160),658,635
Specific tooling,397,(12),385,315
"INVENTORIES, NET","2,831",(466),"2,365","2,383"
