0,1,2,3,4
(in millions of euros),2021,2022,2023,Change (2023/2022)
Personnel expenses including social security contributions (including temporary employees),"3,779","4,058","4,724",+16.4%
As a % of sales,23.0%,21.9%,23.6%,+1.7%
