0,1,2,3,4
(in millions of euros),"December 31, 2023",Due in less than 1 year,Due in more than 1 year and less than 5 years,Due in more than 5 years
Accounts and notes payable,22,22,—,"—
:unselected:"
Accrued taxes and payroll costs,11,11,—,—
OPERATING PAYABLES,33,33,—,"—
:unselected:"
OTHER PAYABLES,207,52,155,—
