0,1,2,3,4
,Percentage interest held by non-controlling interests (in %),,Stockholders' equity attributable to non-controlling interests (in millions of euros),
,"December 31, 2023","December 31, 2022",2023,2022
Pyeong Hwa Company(1),50.0,50.0,574,583
Ichikoh China Alliance entities,5.8,5.8,37,35
Other Ichikoh entities,38.8,38.8,148,152
Other individually non-material interests,N/A,N/A,26,20
NON-CONTROLLING INTERESTS,,,785,790
