0,1,2
(in metric tons),"December 31, 2023","December 31, 2022"
Aluminum,"34,810","31,850"
Secondary aluminum,"7,642","11,344"
Copper,"8,083","11,302"
Zinc,—,—
Polypropylene,—,—
TOTAL,"50,535","54,496"
