0,1,2
(in millions of euros),"December 31, 2023","December 31, 2022"
Provisions for contingencies related to subsidiaries,12,13
Provisions for disputes,7,6
OTHER PROVISIONS FOR CONTINGENCIES AND CHARGES,19,19
