0,1,2
"Standards, amendments and interpretations",not yet adopted by the European Union,Effective date(1)
Amendments to IAS 7 and IFRS 7,Supplier Finance Arrangements,"January 1, 2024"
Amendments to IAS 21,Lack of Exchangeability,"January 1, 2025"
