0,1,2,3
(in millions of euros),External sales by market,Sales by production area,Non-current assets
France,"1,308","2,968",989
Other European countries and Africa,"9,324","8,092","3,692"
North America,"4,092","3,972","1,140"
South America,506,430,49
Asia,"6,814","7,340","2,365"
o/w China,"3,239","3,966","1,283"
Eliminations,—,(758),(3)
TOTAL,"22,044","22,044","8,232"
