0,1,2,3,4
(in millions of euros),"December 31, 2023",,"December 31, 2022",
,Income Gain (loss),Equity Gain (loss),Income Gain (loss),Equity Gain (loss)
Impact of a 1% rise in interest rates,(8),—,11,—
