0,1,2
,Proportion of Opex/Total Opex,
,Taxonomy-aligned per objective,Taxonomy-eligible per objective
CCM,19.4%,19.4%
CCA,%,%
WTR,%,%
CE,%,%
PPC,%,%
BIO,%,%
