0,1,2
(in millions of euros),2023,2022
NET CARRYING AMOUNT AT JANUARY 1,"3,245","2,552"
Acquisitions during the year,—,697
Disposal during the year,(13),—
Translation adjustment,(63),(1)
Other,(57),(3)
NET CARRYING AMOUNT AT DECEMBER 31,"3,112","3,245"
Including accumulated impairment losses at December 31,—,—
