0,1,2
(in millions of euros),2023,2022
PROVISIONS AT JANUARY 1,90,96
Utilizations,(28),(60)
Reversals,(9),(34)
Additions,30,30
Other movements,—,58
PROVISIONS AT DECEMBER 31,83,90
Of which current portion (less than 1 year),19,29
