0,1,2
,2023,2022
Weighted average number of ordinary shares outstanding (in thousands of shares),"242,936","241,072"
Potential dilutive effect from free shares (in thousands),"1,698","2,430"
WEIGHTED AVERAGE NUMBER OF ORDINARY SHARES OUTSTANDING ADJUSTED FOR IMPACT OF DILUTIVE SHARES (in thousands of shares),"244,634","243,502"
ATTRIBUTABLE DILUTED EARNINGS PER SHARE (IN EUROS),0.90,0.94
