0,1,2
COMFORT & DRIVING ASSISTANCE SYSTEMS BUSINESS GROUP (CDA),#1,21%
POWERTRAIN SYSTEMS BUSINESS GROUP (PTS),#1,31%
VISIBILITY SYSTEMS BUSINESS GROUP (VIS),#1,25%
THERMAL SYSTEMS BUSINESS GROUP (THS),#3,21%
OTHER,,2%
