0,1,2
(in millions of euros),2023,2022
Gross Research and Development expenditure,"(2,607)","(2,077)"
"Subsidies and grants, and other income(1)",114,122
Capitalized development expenditure,995,657
Amortization and impairment of capitalized development expenditure(2),(531),(582)
RESEARCH AND DEVELOPMENT EXPENDITURE,"(2,029)","(1,880)"
