0,1,2,3,4
(in millions of euros),"December 31, 2023",,"December 31, 2022",
,Income Gain (loss),Equity Gain (loss),Income Gain (loss),Equity Gain (loss)
Exposure to US dollar,(4),(35),5,(62)
Exposure to Japanese yen,2,(3),(2),(4)
Exposure to euro,(8),4,(16),4
TOTAL,(10),(34),(13),(62)
