0,1,2,3
,Plan no. and date,Number of shares that became available for trading during the financial year,Vesting requirements
Christophe Périllat,,,
"Deputy Chief Executive Officer from May 26, 2021 to January 26, 2022, then Chief Executive Officer since January 26, 2022",,-,-
,-,,
