0,1,2
47 PLANTS INVOLVED,77,REDUCTION OF
,,"12,646 TONNES OF CO2"
,IMPROVEMENT MEASURES IMPLEMENTED,
1.65 MILLION € INVESTED,RETURN ON INVESTMENT PERIOD: AROUND 1.5,
,,>50%
,YEARS,HAVE REQUIRED NO INVESTMENT
