0,1,2
1,2,3
CIRCULYTICS INDICATORS BY THE ELLEN MACARTHUR FOUNDATION,CIRCULAR TRANSITION INDICATORS (CTI) BY WBCSD,CATENA-X CIRCULARITY KIT
