0,1
"FUTURE SALES FROM CONTRACTS WITH CUSTOMERS SEPT. 30, 2022 million €",
(for fiscal year),
2022/2023,"4,414"
2023/2024 - 2026/2027,"9,581"
after 2026/2027,"5,079"
Total,"19,075"
