0,1,2,3,4
OTHER FINANCIAL ASSETS,,,,
million €,"Sept. 30, 2022 Sept. 30, 2023",,,
,current,non-current,current,non-current
Miscellaneous other financial assets,547,764,477,858
Equity instruments,0,71,0,85
Debt instruments,11,27,11,37
Derivatives not qualifying for hedge accounting,117,—,48,—
Derivatives qualifying for hedge accounting,27,—,32,—
Total,701,863,568,980
