0,1,2,3,4
OTHER FINANCIAL LIABILITIES,,,,
million €,"Sept. 30, 2022 Sept. 30, 2023",,,
,current,non-current,current,non-current
Financial liabilities measured at amortized cost,724,41,774,13
Derivatives not qualifying for hedge accounting,107,—,111,—
Derivatives qualifying for hedge accounting,148,—,21,—
Total,980,41,906,13
