0,1
"FUTURE SALES FROM CONTRACTS WITH CUSTOMERS SEPT. 30, 2023 million €",
(for fiscal year),
2023/2024,"4,400"
2024/2025 - 2027/2028,"14,082"
after 2027/2028,"1,439"
Total,"19,921"
