0,1,2,3,4
CONTINGENCIES,,,,
million €,Maximum potential amount of future payments as of Provision as of,,,
,"Sept. 30, 2022","Sept. 30, 2023","Sept. 30, 2022","Sept. 30, 2023"
Advance payment bonds,10,3,0,0
Performance bonds,385,17,1,0
Payment guarantees,58,20,0,1
Other guarantees,6,5,0,0
Total,459,45,1,1
