0,1,2,3,4
OTHER NON-FINANCIAL LIABILITIES,,,,
million €,"Sept. 30, 2022 Sept. 30, 2023",,,
,current,non-current,current,non-current
Selling and buying market related liabilities,289,—,277,—
Liabilities due to put options,0,15,0,0
Liabilities to the employees,797,—,765,—
Other liabilities - social security,89,,82,
Deferred income,11,—,11,—
Other tax liabilities (w/o income taxes),298,,241,
Miscellaneous,238,0,183,0
Total,"1,722",15,"1,558",0
