0,1,2
MATURITY OF FINANCIAL DEBT (EXCLUDING LEASE LIABILITIES),,
million € (for fiscal year),Total financial debt (excluding lease liabilities),Thereof: Liabilities to financial institutions
2023/2024,"1,589",36
2024/2025,628,17
2025/2026,107,13
2026/2027,8,8
2027/2028,8,8
after 2027/2028,7,7
Total,"2,347",90
