0,1,2,3,4
CURRENCIES,,,,
,Exchange rate as of (Basis €1),Annual average exchange rate for the year ended (Basis €1),,
,"Sept. 30, 2022","Sept. 30, 2023","Year ended Sept. 30, 2022","Year ended Sept. 30, 2023"
US Dollar,0.97,1.06,1.09,1.07
Chinese Renminbi Yuan,6.94,7.74,7.10,7.53
Swiss Franc,0.96,0.97,1.02,0.98
Polish Zloty,4.85,4.63,4.66,4.62
