0,1,2
INVENTORIES,,
million €,"Sept. 30, 2022","Sept. 30, 2023"
Raw materials,"2,425","1,786"
Production supplies,430,465
Work in progress,"2,133","1,967"
"Finished products, merchandise","3,901","3,334"
Total,"8,889","7,553"
