0,1,2,3,4
OTHER NON-FINANCIAL ASSETS,,,,
million €,"Sept. 30, 2022",,"Sept. 30, 2023",
,current,non-current,current,non-current
Advance payments on intangible assets,—,14,—,23
"Advance payments Property, plant, equiment (PPE)",—,275,—,595
Advance payments Right of Use Assets,—,0,—,0
Advance payments to suppliers of inventories and to other current non-financial assets,"1,015",—,"1,082",—
Prepayments,234,—,219,—
Miscellaneous,497,15,566,15
Total,"1,745",304,"1,867",634
