0,1,2,3,4
SALES BY CUSTOMER GROUP 2022/20231),,,,
in %,,,,
33,,12,11,8
Automotive,,Steel and related processing,Trading,Engineering
5,5,2,2,21
Public sector,Packaging,Construction,Energy and utilities,Other customer groups
1) Sales continuing operations,,,,
